0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.0,0.021871896,0.02152489,0.021352151,0.021117698,0.020727687,0.020465072,0.020721193,0.020383414,0.02012956,0.020417402,0.020481968,0.020297695,0.020335078,0.020158883,0.020450598,0.020611739,0.020372758,0.020240795,0.020140212,0.020188853,0.020100037,0.019985374,0.020141559,0.020077977,0.02026014,0.02016937,0.020318141,0.020544935,0.020477096,0.020532876,0.020559536,0.020530429,0.020367948,0.02037031,0.019991014,0.019868195,0.020194115,0.020286174,0.02015226,0.020355755,0.020468522,0.020389533,0.020206816,0.02000239,0.020043775,0.020153774,0.02050195,0.020325636,0.020634746
0.022749232,0.0,0.021505572,0.021332985,0.021098744,0.020709094,0.02044672,0.020702606,0.020365138,0.020111514,0.02039909,0.020463595,0.020279493,0.020316847,0.02014081,0.020432252,0.020593245,0.020354483,0.020222642,0.020122152,0.020170746,0.020082016,0.01996746,0.020123502,0.020059975,0.020241976,0.020151282,0.020299917,0.020526502,0.020458724,0.020514458,0.020541092,0.02051201,0.02034968,0.020352041,0.019973094,0.019850388,0.02017601,0.020267982,0.020134194,0.0203375,0.020450164,0.020371241,0.020188695,0.019984452,0.0200258,0.020135699,0.020483559,0.020307409,0.020616233
0.022741327,0.021844681,0.0,0.021325586,0.02109143,0.020701919,0.020439636,0.020695427,0.020358082,0.02010455,0.020392021,0.020456504,0.02027247,0.020309808,0.020133834,0.02042517,0.020586103,0.020347431,0.020215634,0.020115182,0.020163761,0.020075062,0.019960547,0.020116532,0.020053029,0.020234963,0.020144302,0.020292882,0.020519385,0.020451631,0.020507347,0.020533971,0.020504903,0.020342628,0.020344988,0.019966181,0.019843515,0.02016902,0.02026096,0.02012722,0.020330453,0.020443073,0.020364182,0.020181699,0.019977532,0.020018864,0.020128727,0.02047646,0.020300372,0.020609086
0.0227374,0.021840915,0.02149441,0.0,0.021087788,0.020698346,0.020436112,0.020691855,0.02035457,0.020101082,0.020388499,0.020452969,0.020268967,0.020306299,0.020130359,0.020421641,0.020582546,0.020343915,0.020212146,0.020111708,0.02016028,0.020071596,0.019957103,0.02011306,0.020049566,0.020231467,0.020140825,0.020289376,0.02051584,0.0204481,0.020503806,0.020530423,0.02050136,0.020339118,0.020341476,0.019962734,0.019840093,0.020165538,0.020257464,0.020123748,0.020326942,0.020439541,0.020360664,0.020178216,0.019974083,0.020015411,0.020125253,0.020472925,0.020296868,0.020605529
0.022732088,0.021835811,0.021489384,0.021316918,0.0,0.020693507,0.02043133,0.020687016,0.020349808,0.020096378,0.020383729,0.020448184,0.020264225,0.020301549,0.020125652,0.020416861,0.02057773,0.020339157,0.020207414,0.020107003,0.020155562,0.0200669,0.019952433,0.020108353,0.020044874,0.020226734,0.02013611,0.020284627,0.020511039,0.020443313,0.020499006,0.02052562,0.020496562,0.02033436,0.020336717,0.019958064,0.01983545,0.02016082,0.020252723,0.02011904,0.020322187,0.020434758,0.020355899,0.020173494,0.019969407,0.020010727,0.020120542,0.020468134,0.02029212,0.020600706
0.022723233,0.021827307,0.021481013,0.021308618,0.021074647,0.0,0.020423379,0.020678965,0.020341888,0.02008856,0.020375796,0.020440226,0.02025634,0.02029365,0.020117817,0.020408917,0.02056972,0.02033124,0.02019955,0.02009918,0.020147718,0.020059092,0.01994467,0.020100528,0.020037076,0.020218862,0.020128276,0.020276733,0.020503055,0.02043536,0.020491028,0.02051763,0.020488584,0.020326445,0.020328803,0.019950299,0.019827735,0.020152975,0.02024484,0.02011121,0.020314276,0.020426806,0.020347977,0.02016564,0.019961637,0.02000294,0.020112716,0.020460168,0.020284224,0.02059269
0.022717284,0.021821592,0.021475388,0.021303033,0.021069126,0.02068003,0.0,0.020673547,0.020336557,0.020083297,0.020370455,0.02043487,0.020251034,0.02028833,0.020112546,0.020403568,0.020564327,0.02032591,0.020194257,0.02009391,0.02014244,0.020053836,0.019939445,0.020095263,0.020031825,0.020213563,0.020123,0.020271419,0.020497682,0.020430002,0.020485658,0.020512253,0.020483218,0.02032112,0.020323476,0.01994507,0.01982254,0.020147694,0.020239538,0.020105941,0.020308955,0.020421453,0.020342642,0.020160357,0.019956404,0.0199977,0.020107444,0.020454805,0.020278912,0.020587292
0.022723092,0.02182717,0.021480877,0.021308478,0.02107451,0.020685315,0.020423247,0.0,0.020341754,0.020088429,0.020375662,0.020440092,0.020256208,0.020293513,0.020117685,0.02040878,0.020569583,0.020331105,0.020199416,0.020099046,0.020147586,0.02005896,0.01994454,0.020100396,0.020036943,0.020218728,0.02012814,0.0202766,0.020502917,0.020435223,0.020490894,0.020517495,0.020488448,0.020326309,0.020328669,0.019950164,0.019827602,0.02015284,0.020244706,0.020111078,0.020314142,0.020426668,0.02034784,0.020165507,0.019961504,0.020002808,0.020112582,0.020460032,0.020284092,0.020592552
0.022715427,0.02181981,0.021473633,0.021301296,0.021067409,0.020678347,0.020416364,0.020671861,0.0,0.020081662,0.020368796,0.020433206,0.020249384,0.020286677,0.020110909,0.020401906,0.020562652,0.020324254,0.02019261,0.020092275,0.020140799,0.020052202,0.019937819,0.020093625,0.020030195,0.020211918,0.02012136,0.020269768,0.02049601,0.020428337,0.02048399,0.020510582,0.020481547,0.020319464,0.02032182,0.019943446,0.019820925,0.020146053,0.02023789,0.020104304,0.0203073,0.020419788,0.020340985,0.020158714,0.01995478,0.019996071,0.020105807,0.02045314,0.020277258,0.020585615
0.022709671,0.021814285,0.021468194,0.021295901,0.021062072,0.020673111,0.020411195,0.020666627,0.020329753,0.0,0.02036364,0.020428032,0.02024426,0.020281542,0.020105818,0.02039674,0.020557446,0.02031911,0.020187499,0.020087188,0.0201357,0.020047128,0.019932773,0.020088539,0.020025125,0.0202068,0.020116268,0.020264637,0.02049082,0.020423166,0.020478804,0.02050539,0.020476362,0.020314319,0.020316673,0.019938396,0.019815909,0.020140953,0.020232765,0.020099215,0.02030216,0.020414619,0.020335836,0.02015361,0.019949729,0.019991009,0.020100718,0.020447962,0.020272125,0.020580402
